,Category,Sub-category,Title,Organisation,Organisation Acronym,URL,Coverage,Resolution,Data Format,Last Update,Access to Dataset,Description,Contact,Data Update,Count
113,Hazard,Flooding ,Past Flood Event Extents,Office of Public Works,OPW,https://www.floodinfo.ie/map/floodmaps/,National,,,,View data online. Contact the OPW to request access to the dataset,"A Past Flood Event is defined as the occurrence of recorded flooding at a given location on a given date or on a recurring basis. The event is derived from available flood information documentation including flood event reports, news articles, archive information and photos.",,,1
114,Hazard,Flooding , National Coastal Flood Hazard Mapping 2021 - Present Day 0.1% AEP (1 in 1000 year) Flood Extents,Office of Public Works,OPW,https://www.floodinfo.ie/map/coastal_map/,National,,Shapefile,2021,View data online. Contact the OPW to request access to the dataset,"This data shows the extent of land that might be flooded by the sea (coastal flooding) during a theoretical or ‘design’ flood event with an estimated probability of occurrence, rather than information for actual floods that have occurred in the past. This represents the worst case scenario as any flood defences potentially protecting the coastal floodplain are not taken into account.",,,1
115,Hazard,Flooding ,National Coastal Flood Hazard Mapping 2021 - Present Day 0.5% AEP (1 in 200 year) Flood Extents,Office of Public Works,OPW,https://www.floodinfo.ie/map/coastal_map/,National,,Shapefile,2021,View data online. Contact the OPW to request access to the dataset,"This data shows the extent of land that might be flooded by the sea (coastal flooding) during a theoretical or ‘design’ flood event with an estimated probability of occurrence, rather than information for actual floods that have occurred in the past. This represents the worst case scenario as any flood defences potentially protecting the coastal floodplain are not taken into account.",,,1
116,Hazard,Flooding ,National Coastal Flood Hazard Mapping 2021 - Present Day 10% AEP (1 in 10 year) Flood Extents,Office of Public Works,OPW,https://www.floodinfo.ie/map/coastal_map/,National,,Shapefile,2021,View data online. Contact the OPW to request access to the dataset,"This data shows the extent of land that might be flooded by the sea (coastal flooding) during a theoretical or ‘design’ flood event with an estimated probability of occurrence, rather than information for actual floods that have occurred in the past. This represents the worst case scenario as any flood defences potentially protecting the coastal floodplain are not taken into account.",,,1
117,Hazard,Flooding ,National Coastal Flood Hazard Mapping 2021 - Present Day 0.1% AEP (1 in 1000 year) Flood Depths,Office of Public Works,OPW,https://www.floodinfo.ie/map/coastal_map/,National,,Shapefile,2021,View data online. Contact the OPW to request access to the dataset,"This data shows the extent of land that might be flooded by the sea (coastal flooding) and the associated flood depths during a theoretical or ‘design’ flood event with an estimated probability of occurrence, rather than information for actual floods that have occurred in the past. This represents the worst case scenario as any flood defences potentially protecting the coastal floodplain are not taken into account.",,,1
118,Hazard,Flooding ,National Coastal Flood Hazard Mapping 2021 - Present Day 0.5% AEP (1 in 200 year) Flood Depths,Office of Public Works,OPW,https://www.floodinfo.ie/map/coastal_map/,National,,Shapefile,2021,View data online. Contact the OPW to request access to the dataset,"This data shows the extent of land that might be flooded by the sea (coastal flooding) and the associated flood depths during a theoretical or ‘design’ flood event with an estimated probability of occurrence, rather than information for actual floods that have occurred in the past. This represents the worst case scenario as any flood defences potentially protecting the coastal floodplain are not taken into account.",,,1
119,Hazard,Flooding ,National Coastal Flood Hazard Mapping 2021 - Present Day 10% AEP (1 in 10 year) Flood Depths,Office of Public Works,OPW,https://www.floodinfo.ie/map/coastal_map/,National,,Shapefile,2021,View data online. Contact the OPW to request access to the dataset,"This data shows the extent of land that might be flooded by the sea (coastal flooding) and the associated flood depths during a theoretical or ‘design’ flood event with an estimated probability of occurrence, rather than information for actual floods that have occurred in the past. This represents the worst case scenario as any flood defences potentially protecting the coastal floodplain are not taken into account.",,,1
120,Hazard,Flooding ,National Coastal Flood Hazard Mapping 2021 - Mid-Range Future Scenario 0.1% AEP (1 in 1000 year) Flood Extents,Office of Public Works,OPW,https://www.floodinfo.ie/map/coastal_map/,National,,Shapefile,2021,View data online. Contact the OPW to request access to the dataset,"This data shows the extent of land that might be flooded by the sea (coastal flooding) and the associated flood depths during a theoretical or ‘design’ flood event with an estimated probability of occurrence, rather than information for actual floods that have occurred in the past. This represents the worst case scenario as any flood defences potentially protecting the coastal floodplain are not taken into account.",,,1
121,Hazard,Flooding ,National Coastal Flood Hazard Mapping 2021 - Mid-Range Future Scenario 0.5% AEP (1 in 200 year) Flood Extents,Office of Public Works,OPW,https://www.floodinfo.ie/map/coastal_map/,National,,Shapefile,2021,View data online. Contact the OPW to request access to the dataset,"This data shows the extent of land that might be flooded by the sea (coastal flooding) during a theoretical or ‘design’ flood event with an estimated probability of occurrence, rather than information for actual floods that have occurred in the past. This represents the worst case scenario as any flood defences potentially protecting the coastal floodplain are not taken into account. ",,,1
122,Hazard,Flooding ,National Coastal Flood Hazard Mapping 2021 - Mid-Range Future Scenario 10% AEP (1 in 10 year) Flood Extents,Office of Public Works,OPW,https://www.floodinfo.ie/map/coastal_map/,National,,Shapefile,2021,View data online. Contact the OPW to request access to the dataset,"This data shows the extent of land that might be flooded by the sea (coastal flooding) during a theoretical or ‘design’ flood event with an estimated probability of occurrence, rather than information for actual floods that have occurred in the past. This represents the worst case scenario as any flood defences potentially protecting the coastal floodplain are not taken into account. ",,,1
123,Hazard,Flooding ,National Coastal Flood Hazard Mapping 2021 - Mid-Range Future Scenario 0.1% AEP (1 in 1000 year) Flood Depths,Office of Public Works,OPW,https://www.floodinfo.ie/map/coastal_map/,National,,Shapefile,2021,View data online. Contact the OPW to request access to the dataset,"This data shows the extent of land that might be flooded by the sea (coastal flooding) during a theoretical or ‘design’ flood event with an estimated probability of occurrence, rather than information for actual floods that have occurred in the past. This represents the worst case scenario as any flood defences potentially protecting the coastal floodplain are not taken into account. ",,,1
124,Hazard,Flooding ,National Coastal Flood Hazard Mapping 2021 - Mid-Range Future Scenario 0.5% AEP (1 in 200 year) Flood Depths,Office of Public Works,OPW,https://www.floodinfo.ie/map/coastal_map/,National,,Shapefile,2021,View data online. Contact the OPW to request access to the dataset,"This data shows the extent of land that might be flooded by the sea (coastal flooding) and the associated flood depths during a theoretical or ‘design’ flood event with an estimated probability of occurrence, rather than information for actual floods that have occurred in the past. This represents the worst case scenario as any flood defences potentially protecting the coastal floodplain are not taken into account.",,,1
125,Hazard,Flooding ,National Coastal Flood Hazard Mapping 2021 - Mid-Range Future Scenario 10% AEP (1 in 10 year) Flood Depths,Office of Public Works,OPW,https://www.floodinfo.ie/map/coastal_map/,National,,Shapefile,2021,View data online. Contact the OPW to request access to the dataset,"This data shows the extent of land that might be flooded by the sea (coastal flooding) and the associated flood depths during a theoretical or ‘design’ flood event with an estimated probability of occurrence, rather than information for actual floods that have occurred in the past. This represents the worst case scenario as any flood defences potentially protecting the coastal floodplain are not taken into account.",,,1
126,Hazard,Flooding ,National Coastal Flood Hazard Mapping 2021 - High-End Future Scenario 0.1% AEP (1 in 1000 year) Flood Extents,Office of Public Works,OPW,https://www.floodinfo.ie/map/coastal_map/,National,,Shapefile,2021,View data online. Contact the OPW to request access to the dataset,"This data shows the extent of land that might be flooded by the sea (coastal flooding) during a theoretical or ‘design’ flood event with an estimated probability of occurrence, rather than information for actual floods that have occurred in the past. This represents the worst case scenario as any flood defences potentially protecting the coastal floodplain are not taken into account.",,,1
127,Hazard,Flooding ,National Coastal Flood Hazard Mapping 2021 - High-End Future Scenario 0.5% AEP (1 in 200 year) Flood Extents,Office of Public Works,OPW,https://www.floodinfo.ie/map/coastal_map/,National,,Shapefile,2021,View data online. Contact the OPW to request access to the dataset,"This data shows the extent of land that might be flooded by the sea (coastal flooding) during a theoretical or ‘design’ flood event with an estimated probability of occurrence, rather than information for actual floods that have occurred in the past. This represents the worst case scenario as any flood defences potentially protecting the coastal floodplain are not taken into account.",,,1
128,Hazard,Flooding ,National Coastal Flood Hazard Mapping 2021 - High-End Future Scenario 10% AEP (1 in 10 year) Flood Extents,Office of Public Works,OPW,https://www.floodinfo.ie/map/coastal_map/,National,,Shapefile,2021,View data online. Contact the OPW to request access to the dataset,"This data shows the extent of land that might be flooded by the sea (coastal flooding) during a theoretical or ‘design’ flood event with an estimated probability of occurrence, rather than information for actual floods that have occurred in the past. This represents the worst case scenario as any flood defences potentially protecting the coastal floodplain are not taken into account.",,,1
129,Hazard,Flooding ,National Coastal Flood Hazard Mapping 2021 - High-End Future Scenario 0.1% AEP (1 in 1000 year) Flood Depths,Office of Public Works,OPW,https://www.floodinfo.ie/map/coastal_map/,National,,Shapefile,2021,View data online. Contact the OPW to request access to the dataset,"This data shows the extent of land that might be flooded by the sea (coastal flooding) and the associated flood depths during a theoretical or ‘design’ flood event with an estimated probability of occurrence, rather than information for actual floods that have occurred in the past. This represents the worst case scenario as any flood defences potentially protecting the coastal floodplain are not taken into account.",,,1
130,Hazard,Flooding ,National Coastal Flood Hazard Mapping 2021 - High-End Future Scenario 0.5% AEP (1 in 200 year) Flood Depths,Office of Public Works,OPW,https://www.floodinfo.ie/map/coastal_map/,National,,Shapefile,2021,View data online. Contact the OPW to request access to the dataset,"This data shows the extent of land that might be flooded by the sea (coastal flooding) and the associated flood depths during a theoretical or ‘design’ flood event with an estimated probability of occurrence, rather than information for actual floods that have occurred in the past. This represents the worst case scenario as any flood defences potentially protecting the coastal floodplain are not taken into account.",,,1
131,Hazard,Flooding ,National Coastal Flood Hazard Mapping 2021 - High-End Future Scenario 10% AEP (1 in 10 year) Flood Depths,Office of Public Works,OPW,https://www.floodinfo.ie/map/coastal_map/,National,,Shapefile,2021,View data online. Contact the OPW to request access to the dataset,"This data shows the extent of land that might be flooded by the sea (coastal flooding) and the associated flood depths during a theoretical or ‘design’ flood event with an estimated probability of occurrence, rather than information for actual floods that have occurred in the past. This represents the worst case scenario as any flood defences potentially protecting the coastal floodplain are not taken into account.",,,1
132,Hazard,Flooding ,Groundwater Flood Probability Maps,Geological Survey Ireland,GSI,https://www.gsi.ie/en-ie/programmes-and-projects/groundwater/activities/groundwater-flooding/Pages/Predictive-groundwater-flood-map.aspx,National,,Shapefile,2020,https://www.gsi.ie/en-ie/data-and-maps/Pages/Groundwater.aspx#Flood,"Predictive extents for low (1000 yr), medium (100 yr) and high (10 yr) probability groundwater flood events. ",,,1
133,Hazard,Flooding ,Groundwater Flood Historic Map,Geological Survey Ireland,GSI,https://www.gsi.ie/en-ie/programmes-and-projects/groundwater/activities/groundwater-flooding/Pages/Historic-groundwater-flood-map.aspx,,,Shapefile,2020,https://www.gsi.ie/en-ie/data-and-maps/Pages/Groundwater.aspx#Flood,Maximum Historic Groundwater Flood Extent (primarially based on winter 2015/2016),,,1
134,Exposure,Amenity,Community gardens,Local Authorities, , ,Some counties,,, ,Contact the Local Authorities to request the data,,,,1
135,Exposure,Amenity,Community gardens,Community Gardens Ireland,CGI,http://cgireland.org/,National,,,Ongoing,View community gardens location at the website,,,,1
136,Exposure,Amenity,Green spaces,Local Authorities, , ,Some counties,,, ,Contact the Local Authorities to request the data,,,,1
137,Exposure,Amenity,Walking routes,Local Authorities, ,https://www.irishtrails.ie/,Some counties,,, ,View data online. Contact the National Trails Office and the Local Authorities to request the data,,,,1
138,Exposure,"Biodiversity, Flora and Fauna",Special Protection Areas,National Parks and Wildlife Service,NPWS,http://isde.marine.ie/geonetwork/srv/eng/catalog.search#/metadata/4f748046-6513-4a78-b5ca-39e2e5a8629f,National,,Shapefile,2017 (updated 6 days ago) ,https://www.npws.ie/sites/default/files/general/SPA_ITM_2019_12_0.zip,"The EU Birds Directive (79/409/EEC) requires designation of SPAs for: Listed rare and vulnerable species; Regularly occurring migratory species, such as ducks, geese and waders; Wetlands, especially those of international importance, which attract large numbers of migratory birds each year",,,1
139,Exposure,"Biodiversity, Flora and Fauna",Natural Heritage Areas,National Parks and Wildlife Service,NPWS,http://isde.marine.ie/geonetwork/srv/eng/catalog.search#/metadata/015e423d-8e7d-4483-8421-5cc79bd143ef,National,,Shapefile,2019 (updated 6 days ago) ,https://www.npws.ie/sites/default/files/general/NHA_ITM_2019_06.zip,The basic designation for wildlife is the Natural Heritage Area (NHA). This is an area considered nationally important for the habitats present or that holds species of plants and animals whose habitat needs protection,,,1
140,Exposure,"Biodiversity, Flora and Fauna",Special Areas of Conservation,National Parks and Wildlife Service,NPWS,http://isde.marine.ie/geonetwork/srv/eng/catalog.search#/metadata/2593190e-9a49-43a4-b4a8-9467257099fa,National,,Shapefile,2019 (updated 6 days ago) ,https://www.npws.ie/sites/default/files/general/SAC_ITM_2019_12_0.zip,"These are prime wildlife conservation areas in the country, considered to be important on a European as well as Irish level",,,1
141,Exposure,"Biodiversity, Flora and Fauna",Biologically sensitive area,Marine Institute, ,http://data.marine.ie/geonetwork/srv/eng/catalog.search#/metadata/ie.marine.data:dataset.2756 and https://atlas.marine.ie/,Irish Waters,,Shapefile,2020,Direct download from the Marine Institute or Ireland's Marine Atlas websites,,,,1
142,Exposure,"Biodiversity, Flora and Fauna",Bottlenose dolphin habitat/critical habitat (Species Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,Shapefile,2021,Download data from the NPWS Website,,,,1
143,Exposure,"Biodiversity, Flora and Fauna",Brook lamprey river lamprey (Species Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,Shapefile,2021,Download data from the NPWS Website,,,,1
144,Exposure,"Biodiversity, Flora and Fauna",Coastal lagoons (Site Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,Shapefile,2021,Download data from the NPWS Website,,,,1
145,Exposure,"Biodiversity, Flora and Fauna",Conservation Designations,National Parks and Wildlife Service,NPWS,https://www.npws.ie/research-projects/ecosystems-services-mapping-and-assessment/story-map-viewer-and-data-downloads,National,50m,Raster,2016,Direct free download from the website,,,,1
146,Exposure,"Biodiversity, Flora and Fauna",Desmoulins whorl snail (Species Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,Shapefile,2021,Download data from the NPWS Website,,,,1
147,Exposure,"Biodiversity, Flora and Fauna",Estuaries (Site Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,Shapefile,2021,Download data from the NPWS Website,,,,1
148,Exposure,"Biodiversity, Flora and Fauna",Freshwater pearl mussel catchment/distribution target/suitable habitat (Site Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,Shapefile,2021,Download data from the NPWS Website,,,,1
149,Exposure,"Biodiversity, Flora and Fauna",Geyers whorl snail (Species Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,Shapefile,2021,Download data from the NPWS Website,,,,1
150,Exposure,"Biodiversity, Flora and Fauna",Greencastle Codling protected area,Marine Institute, ,http://data.marine.ie/geonetwork/srv/eng/catalog.search#/metadata/ie.marine.data:dataset.2759 and https://atlas.marine.ie/,Irish Waters,,Shapefile,2009,Direct free download from the Marine Institute and Ireland's Marine Atlas websites,,,,1
151,Exposure,"Biodiversity, Flora and Fauna",Grey seal habitat/site (Species Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,Shapefile,2021,Download data from the NPWs Website,,,,1
152,Exposure,"Biodiversity, Flora and Fauna",Habitat asset register,National Parks and Wildlife Service,NPWS,https://www.npws.ie/research-projects/ecosystems-services-mapping-and-assessment/story-map-viewer-and-data-downloads,National,50m,Raster,2016,Direct free download from the website,,,,1
153,Exposure,"Biodiversity, Flora and Fauna",Harbour porpoise habitat (Species Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,Shapefile,2021,Download data from the NPWS Website,,,,1
154,Exposure,"Biodiversity, Flora and Fauna",Harbour seal habitat/site (Site Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,Irish Waters,,Shapefile,2021,Download data from the NPWS Website,,,,1
155,Exposure,"Biodiversity, Flora and Fauna",Kerry slug (Species Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,Shapefile,2021,Download data from the NPWS Website,,,,1
156,Exposure,"Biodiversity, Flora and Fauna",Large shallow inlets bays (Site Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,Shapefile,2021,Download data from the NPWS Website,,,,1
157,Exposure,"Biodiversity, Flora and Fauna",Legally protected and policy relevant species,National Parks and Wildlife Service,NPWS,https://www.npws.ie/research-projects/ecosystems-services-mapping-and-assessment/story-map-viewer-and-data-downloads,National,50m,Raster,2016,Direct free download from the website,,,,1
158,Exposure,"Biodiversity, Flora and Fauna",Lesser Horseshoe bat foraging range/potential foraging grounds (Species Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,Shapefile,2021,Download data from the NPWS Website,,,,1
159,Exposure,"Biodiversity, Flora and Fauna",Marine community type (Site Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,Shapefile,2021,Download data from the NPWS Website,,,,1
160,Exposure,"Biodiversity, Flora and Fauna",Marsh fritillary (Species Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,Shapefile,2021,Download data from the NPWS Website,,,,1
161,Exposure,"Biodiversity, Flora and Fauna",Marsh saxifrage (Species Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,Shapefile,2021,Download data from the NPWS Website,,,,1
162,Exposure,"Biodiversity, Flora and Fauna",Narrow mouthed whorl snail (Site Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,Shapefile,2021,Download data from the NPWS Website,,,,1
163,Exposure,"Biodiversity, Flora and Fauna",National Parks of the Republic of Ireland,National Parks and Wildlife Service,NPWS,http://dahg.maps.arcgis.com/apps/PublicGallery/index.html?appid=aa94422d2f454ac7aab66939fb6cb34e,National, ,,2012,View data online in the NPWS Mapping Resources portal. Contact the NPWS to request the data,,,,1
164,Exposure,"Biodiversity, Flora and Fauna",Natura 2000 - 2012 (Copernicus Land Monitoring Programme),Environmental Protection Agency,EPA,http://gis.epa.ie/GetData/Download,Offaly Laois border,,Shapefile,2012,Direct free download from website,,,,1
165,Exposure,"Biodiversity, Flora and Fauna",Natural parks,National Parks and Wildlife Service,NPWS,www.npws.ie,National, ,, ,Contact NPWS to request the data,,,,1
166,Exposure,"Biodiversity, Flora and Fauna",Nore freshwater pearl mussel (Species Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,Shapefile,2021,Download data from the NPWS Website,,,,1
167,Exposure,"Biodiversity, Flora and Fauna",Otter commuting/freshwater habitat (shoreline) (Species Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,Irish Waters,,Shapefile,2021,Download data from the NPWS Website,,,,1
168,Exposure,"Biodiversity, Flora and Fauna",Particularly Sensitive Sea Area,International Maritime Organization,IMO,https://atlas.marine.ie/,Offshore,,Shapefile,2011,View and download data from Ireland's Marine Atlas,,,,1
169,Exposure,"Biodiversity, Flora and Fauna",Petalwort site (Species Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,Irish Waters,,Shapefile,2015 or 2018,Download data from the NPWS Website,,,,1
170,Exposure,"Biodiversity, Flora and Fauna",Proposed National Heritage Areas (PNHAs),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/designated-site-data/download-boundary-data,National,,Shapefile,Regularly,Direct free download from website,,,,1
171,Exposure,"Biodiversity, Flora and Fauna",Reefs (Site Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,Shapefile,2021,Download data from the NPWS Website,,,,1
172,Exposure,"Biodiversity, Flora and Fauna",Refuges for flora and fauna,National Parks and Wildlife Service,NPWS,www.npws.ie,National,,, ,Contact NPWS to request the data,,,,1
173,Exposure,"Biodiversity, Flora and Fauna",Saltmarshes (Site Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,Shapefile,2021,Download data from the NPWS Website,,,,1
174,Exposure,"Biodiversity, Flora and Fauna",Sand dune (Site Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,Shapefile,2021,Download data from the NPWS Website,,,,1
175,Exposure,"Biodiversity, Flora and Fauna",Sandbanks (Site Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,Shapefile,2021,Download data from the NPWS Website,,,,1
176,Exposure,"Biodiversity, Flora and Fauna",Sea cave (Site Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,Shapefile,2021,Download data from the NPWS Website,,,,1
177,Exposure,"Biodiversity, Flora and Fauna",Sea lamprey (Species Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,Shapefile,2021,Download data from the NPWS Website,,,,1
178,Exposure,"Biodiversity, Flora and Fauna",Site specific conservation objectives,National Parks and Wildlife Service,NPWS,https://www.npws.ie/protected-sites/conservation-management-planning/conservation-objectives,Natura 2000 sites,,Shapefile,2021,Direct free download from website,,,,1
179,Exposure,"Biodiversity, Flora and Fauna",Slender green feather moss (Species Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,Shapefile,2021,Download data from the NPWS Website,,,,1
180,Exposure,"Biodiversity, Flora and Fauna",Slender naiad (Species Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,Shapefile,2021,Download data from the NPWS Website,,,,1
181,Exposure,"Biodiversity, Flora and Fauna",Tidal mudflats sandflats (Site Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,Shapefile,2021,Download data from the NPWS Website,,,,1
182,Exposure,"Biodiversity, Flora and Fauna",Vegetated sea cliff (Site Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,Shapefile,2021,Download data from the NPWS Website,,,,1
183,Exposure,"Biodiversity, Flora and Fauna",Wetlands of international importance (Ramsar),National Parks and Wildlife Service,NPWS,www.npws.ie,National,,Shapefile,2021,Download the dataset from MIDA or contact NPWS to request the updated dataset,,,,1
184,Exposure,"Biodiversity, Flora and Fauna",Wetlands waterbirds (shoreline) (Species Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,Irish Waters,,Shapefile,2021,Download data from the NPWS Website,,,,1
185,Exposure,"Biodiversity, Flora and Fauna",White clawed crayfish (Species Specific Conservation Objectives - SSCO),National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,Shapefile,2021,Download data from the NPWS Website,,,,1
186,Exposure,"Biodiversity, Flora and Fauna",Wildfowl sanctuaries,National Parks and Wildlife Service,NPWS,https://www.npws.ie/protected-sites/wildfowl-sanctuaries,National, ,,2016,Contact NPWS to request the spatial data,,,,1
187,Exposure,"Biodiversity, Flora and Fauna",Contribution to ecological networks (grassland/ woodland/ combined),National Parks and Wildlife Service,NPWS,https://www.npws.ie/research-projects/ecosystems-services-mapping-and-assessment/story-map-viewer-and-data-downloads,National,50m,Raster,2016,Direct free download from the website,,,,1
188,Exposure,"Biodiversity, Flora and Fauna",Land promoting good water quality,National Parks and Wildlife Service,NPWS,https://www.npws.ie/research-projects/ecosystems-services-mapping-and-assessment/story-map-viewer-and-data-downloads,National,50m,Raster,2016,Direct free download from the website,,,,1
189,Exposure,"Biodiversity, Flora and Fauna",Land temporarily storing water,National Parks and Wildlife Service,NPWS,https://www.npws.ie/research-projects/ecosystems-services-mapping-and-assessment/story-map-viewer-and-data-downloads,National,50m,Raster,2016,Direct free download from the website,,,,1
190,Exposure,"Biodiversity, Flora and Fauna",Marine biodiversity,National Parks and Wildlife Service,NPWS,https://www.npws.ie/research-projects/ecosystems-services-mapping-and-assessment/story-map-viewer-and-data-downloads,National,50m,Raster,2016,Direct free download from the website,,,,1
191,Exposure,"Biodiversity, Flora and Fauna",Marine carbon (regulation of greenhouse gases (carbon)),National Parks and Wildlife Service,NPWS,https://www.npws.ie/research-projects/ecosystems-services-mapping-and-assessment/story-map-viewer-and-data-downloads,National,50m,Raster,2016,Direct free download from the website,,,,1
192,Exposure,"Biodiversity, Flora and Fauna",Marine food provision,National Parks and Wildlife Service,NPWS,https://www.npws.ie/research-projects/ecosystems-services-mapping-and-assessment/story-map-viewer-and-data-downloads,National,50m,Raster,2016,Direct free download from the website,,,,1
193,Exposure,"Biodiversity, Flora and Fauna",Soil carbon (regulation of greenhouse gases (carbon)),National Parks and Wildlife Service,NPWS,https://www.npws.ie/research-projects/ecosystems-services-mapping-and-assessment/story-map-viewer-and-data-downloads,National,50m,Raster,2016,Direct free download from the website,,,,1
194,Exposure,"Biodiversity, Flora and Fauna",Terrestrial biodiversity,National Parks and Wildlife Service,NPWS,https://www.npws.ie/research-projects/ecosystems-services-mapping-and-assessment/story-map-viewer-and-data-downloads,National,50m,Raster,2016,Direct free download from the website,,,,1
195,Exposure,"Biodiversity, Flora and Fauna",Terrestrial food provision,National Parks and Wildlife Service,NPWS,https://www.npws.ie/research-projects/ecosystems-services-mapping-and-assessment/story-map-viewer-and-data-downloads,National,50m,Raster,2016,Direct free download from the website,,,,1
196,Exposure,"Biodiversity, Flora and Fauna",Vegetation carbon (regulation of greenhouse gases (carbon)),National Parks and Wildlife Service,NPWS,https://www.npws.ie/research-projects/ecosystems-services-mapping-and-assessment/story-map-viewer-and-data-downloads,National,50m,Raster,2016,Direct free download from the website,,,,1
197,Exposure,"Biodiversity, Flora and Fauna",Ancient and long established woodland survey,National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,"Various; up to 1:40,000",,2012,Direct free download from the NPWS website,,,,1
198,Exposure,"Biodiversity, Flora and Fauna",Bioblitz,National Biodiversity Data Centre,NBDC,https://maps.biodiversityireland.ie/Dataset,National (specific sites),,,2011 onwards,View data online in the NBDC website. Contact the NBDC to request the data,,,,1
199,Exposure,"Biodiversity, Flora and Fauna",Biodiversity database (habitat descriptions and codes for 20% of its estate designated for nature conservation and biodiversity enhancement),Coillte Teoranta, ,https://www.coillte.ie/our-forests/public-goods/biodiversity/,National,,, ,Contact Coillte to request the data Copyright and usability restrictions may apply.,,,,1
200,Exposure,"Biodiversity, Flora and Fauna",Coastal lagoons inventory,National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,,2011,Direct free download from the NPWS website,,,,1
201,Exposure,"Biodiversity, Flora and Fauna",Coastal monitoring project of Irish sand dune and machair sites 2004-2006,National Parks and Wildlife Service,NPWS,https://www.npws.ie/maps-and-data/habitat-and-species-data,National,,,2012,Direct free download from the NPWS website,,,,1
